Quinhagak,Bethel,Alaska,59.738057,-161.874938
Rampart,Yukon Koyukuk,Alaska,65.383627,-150.011201
Red Devil,Bethel,Alaska,61.735389,-157.195969
Ruby,Yukon Koyukuk,Alaska,64.720062,-155.503872
Russian Mission,Wade Hampton,Alaska,61.591302,-161.558413
Saint George Island,Aleutians West,Alaska,56.60324,-169.547257
Saint Marys,Wade Hampton,Alaska,62.054106,-163.205263
Saint Michael,Nome,Alaska,63.47759,-162.109141
Saint Paul Island,Aleutians West,Alaska,57.178697,-170.293408
Salcha,Fairbanks North Star,Alaska,64.50905,-146.952974
Sand Point,Aleutians East,Alaska,55.319236,-160.491435
Savoonga,Nome,Alaska,63.679737,-170.470908
Scammon Bay,Wade Hampton,Alaska,61.845019,-165.581945
Selawik,Northwest Arctic,Alaska,65.713537,-158.534287
Seldovia,Kenai Peninsula,Alaska,59.436667,-151.708333
Seward,Kenai Peninsula,Alaska,60.132874,-149.39849
Shageluk,Yukon Koyukuk,Alaska,62.661092,-159.52816
Shaktoolik,Nome,Alaska,64.375498,-161.174589
Shishmaref,Nome,Alaska,66.230562,-166.137276
Shungnak,Northwest Arctic,Alaska,66.958141,-157.613496
Sitka,Sitka,Alaska,57.051436,-135.316569
Skagway,Skagway Hoonah Angoon,Alaska,59.468471,-135.301794
Skwentna,Matanuska Susitna,Alaska,61.958333,-151.181667
Sleetmute,Bethel,Alaska,61.634555,-157.118284
Soldotna,Kenai Peninsula,Alaska,60.481778,-151.13582
South Naknek,Bristol Bay,Alaska,58.736221,-156.850289
Stebbins,Nome,Alaska,63.478468,-162.227355
Sterling,Kenai Peninsula,Alaska,60.520373,-150.849792
Stevens Village,Yukon Koyukuk,Alaska,65.995894,-149.118286
Sutton,Matanuska Susitna,Alaska,61.796667,-148.462778
Takotna,Yukon Koyukuk,Alaska,62.948889,-155.566389
Talkeetna,Matanuska Susitna,Alaska,62.260516,-150.110097
Tanacross,Southeast Fairbanks,Alaska,63.385278,-143.346389
Tanana,Yukon Koyukuk,Alaska,65.156483,-152.103747
Tatitlek,Valdez Cordova,Alaska,60.864722,-146.678611
Teller,Nome,Alaska,65.240164,-166.3833
Tenakee Springs,Skagway Hoonah Angoon,Alaska,57.78,-135.216667
Thorne Bay,Prince Wales Ketchikan,Alaska,55.66086,-132.513815
Togiak,Dillingham,Alaska,59.066667,-160.4
Tok,Southeast Fairbanks,Alaska,63.333333,-142.983333
Toksook Bay,Bethel,Alaska,60.537,-165.097
Trapper Creek,Matanuska Susitna,Alaska,61.441361,-150.284455
Tuluksak,Bethel,Alaska,61.108848,-160.938924
Tuntutuliak,Bethel,Alaska,60.8438,-161.6372
Tununak,Bethel,Alaska,60.539322,-165.097464
Two Rivers,Fairbanks North Star,Alaska,64.871944,-147.038056
Tyonek,Kenai Peninsula,Alaska,61.117929,-151.348495
Unalakleet,Nome,Alaska,63.883478,-160.788365
Unalaska,Aleutians West,Alaska,53.887114,-166.519855
Valdez,Valdez Cordova,Alaska,60.895044,-146.195628
Venetie,Yukon Koyukuk,Alaska,67.010446,-146.413723
Wainwright,North Slope,Alaska,70.620064,-160.012532
Wales,Nome,Alaska,65.688212,-168.520521
Ward Cove,Ketchikan Gateway,Alaska,55.408333,-131.725
Wasilla,Matanuska Susitna,Alaska,61.5814,-149.4394
White Mountain,Nome,Alaska,64.702791,-163.42185
Whittier,Valdez Cordova,Alaska,60.775,-148.683333
Willow,Matanuska Susitna,Alaska,61.771511,-150.188891
Wrangell,Wrangell Petersburg,Alaska,56.433524,-132.352918
Yakutat,Yakutat,Alaska,59.620211,-139.778858
Abbeville,Henry,Alabama,31.575479,-85.279044
Abernant,Tuscaloosa,Alabama,33.290278,-87.198056
Adamsville,Jefferson,Alabama,33.588437,-86.959727
Addison,Winston,Alabama,34.205571,-87.194766
Adger,Jefferson,Alabama,33.434277,-87.167455
Akron,Hale,Alabama,32.872354,-87.708558
Alabaster,Shelby,Alabama,33.236868,-86.812861
Alberta,Wilcox,Alabama,32.144889,-87.342503
Albertville,Marshall,Alabama,34.273859,-86.206447
Alexander City,Tallapoosa,Alabama,32.941445,-85.951086
Alexandria,Calhoun,Alabama,33.780785,-85.892447
Aliceville,Pickens,Alabama,33.122813,-88.166689
Allgood,Blount,Alabama,33.911944,-86.509444
Alma,Clarke,Alabama,31.463889,-87.753889
Alpine,Talladega,Alabama,33.331165,-86.208934
Alton,Jefferson,Alabama,33.579167,-86.6375
Altoona,Etowah,Alabama,34.042916,-86.350879
Andalusia,Covington,Alabama,31.297142,-86.490468
Anderson,Lauderdale,Alabama,34.951777,-87.272327
Annemanie,Wilcox,Alabama,32.052778,-87.570833
Anniston,Calhoun,Alabama,33.653896,-85.838152
Arab,Marshall,Alabama,34.328339,-86.489638
Ardmore,Limestone,Alabama,34.980447,-86.834612
Ariton,Dale,Alabama,31.582996,-85.707716
Arley,Winston,Alabama,34.063234,-87.182761
Arlington,Wilcox,Alabama,32.066784,-87.559691
Ashford,Houston,Alabama,31.1888,-85.253488
Ashland,Clay,Alabama,33.247363,-85.828976
Ashville,Saint Clair,Alabama,33.837366,-86.255167
Athens,Limestone,Alabama,34.803604,-86.970733
Atmore,Escambia,Alabama,31.057245,-87.487347
Attalla,Etowah,Alabama,34.029597,-86.096717
Auburn,Lee,Alabama,32.602043,-85.489001
Auburn University,Lee,Alabama,32.601,-85.4882
Autaugaville,Autauga,Alabama,32.462462,-86.714938
Axis,Mobile,Alabama,31.006817,-88.04274
Baileyton,Cullman,Alabama,34.268298,-86.621299
Banks,Pike,Alabama,31.836792,-85.799844
Bankston,Fayette,Alabama,33.70083,-87.68965
Bay Minette,Baldwin,Alabama,30.86354,-87.76444
Bayou La Batre,Mobile,Alabama,30.407983,-88.250697
Bear Creek,Marion,Alabama,34.213469,-87.686083
Beatrice,Monroe,Alabama,31.727324,-87.171912
Beaverton,Lamar,Alabama,33.942877,-88.01567
Belk,Fayette,Alabama,33.6475,-87.931389
Bellamy,Sumter,Alabama,32.448889,-88.133611
Belle Mina,Limestone,Alabama,34.656667,-86.879167
Bellwood,Geneva,Alabama,31.173056,-85.793333
Berry,Fayette,Alabama,33.694485,-87.622563
Bessemer,Jefferson,Alabama,33.409002,-86.947547
Billingsley,Autauga,Alabama,32.610578,-86.716301
Birmingham,Jefferson,Alabama,33.519,-86.8014
Birmingham,Shelby,Alabama,33.401559,-86.705511
Black,Geneva,Alabama,31.01318,-85.745634
Blountsville,Blount,Alabama,34.092937,-86.568628
Boaz,Etowah,Alabama,34.173889,-86.121111
Boaz,Marshall,Alabama,34.173686,-86.148003
Boligee,Greene,Alabama,32.774646,-88.026652
Bon Air,Talladega,Alabama,33.263611,-86.335556
Bon Secour,Baldwin,Alabama,30.328883,-87.721355
Booth,Autauga,Alabama,32.500278,-86.571944
Boykin,Wilcox,Alabama,32.077778,-87.281389
Brantley,Crenshaw,Alabama,31.570963,-86.274343
Bremen,Cullman,Alabama,33.973664,-87.004281
Brent,Bibb,Alabama,32.93567,-87.211387
Brewton,Escambia,Alabama,31.118926,-87.067325
Bridgeport,Jackson,Alabama,34.944638,-85.727681
Brierfield,Bibb,Alabama,33.042747,-86.951672
Brilliant,Marion,Alabama,34.037702,-87.756315
Brooklyn,Conecuh,Alabama,31.2625,-86.771111
Brookside,Jefferson,Alabama,33.637778,-86.916667
Brookwood,Tuscaloosa,Alabama,33.277523,-87.309025
Brownsboro,Madison,Alabama,34.716733,-86.468703
Brundidge,Pike,Alabama,31.701324,-85.817668
Bryant,Jackson,Alabama,34.945026,-85.632445
Bucks,Mobile,Alabama,31.010278,-88.024167
Buhl,Tuscaloosa,Alabama,33.249448,-87.718886
Burnt Corn,Conecuh,Alabama,31.458009,-86.925771
Burnwell,Walker,Alabama,33.707778,-87.0875
Butler,Choctaw,Alabama,32.082906,-88.206391
Bynum,Calhoun,Alabama,33.613056,-85.961111
Calera,Shelby,Alabama,33.1098,-86.755987
Calvert,Washington,Alabama,31.160556,-88.031111
Camden,Wilcox,Alabama,32.004732,-87.295049
Camp Hill,Tallapoosa,Alabama,32.782749,-85.64738
Campbell,Clarke,Alabama,31.963512,-88.006072
Capshaw,Limestone,Alabama,34.773056,-86.792778
Carbon Hill,Walker,Alabama,33.909252,-87.540328
Cardiff,Jefferson,Alabama,33.645556,-86.933611
Carlton,Clarke,Alabama,31.322449,-87.837793
Carrollton,Pickens,Alabama,33.248506,-88.132122
Castleberry,Conecuh,Alabama,31.326113,-87.026754
Catherine,Wilcox,Alabama,32.182,-87.483623
Cecil,Montgomery,Alabama,32.300891,-86.011241
Cedar Bluff,Cherokee,Alabama,34.241662,-85.602567
Centre,Cherokee,Alabama,34.111592,-85.609229
Centreville,Bibb,Alabama,32.950324,-87.11924
Chancellor,Geneva,Alabama,31.173379,-85.910897
Chapman,Butler,Alabama,31.671111,-86.712222
Chatom,Washington,Alabama,31.487638,-88.269887
Chelsea,Shelby,Alabama,33.371582,-86.614132
Cherokee,Colbert,Alabama,34.744188,-87.972445
Childersburg,Talladega,Alabama,33.266928,-86.337622
Choccolocco,Calhoun,Alabama,33.659167,-85.703611
Chunchula,Mobile,Alabama,30.991178,-88.131126
Citronelle,Mobile,Alabama,31.042533,-88.254949
Clanton,Chilton,Alabama,32.835532,-86.642472
Clay,Jefferson,Alabama,33.7025,-86.599722
Clayton,Barbour,Alabama,31.887413,-85.450932
Cleveland,Blount,Alabama,33.992106,-86.559355
Clinton,Greene,Alabama,32.913611,-87.9925
Clio,Barbour,Alabama,31.68521,-85.590419
Clopton,Henry,Alabama,31.602843,-85.482308
Cloverdale,Lauderdale,Alabama,34.938611,-87.771389
Coaling,Tuscaloosa,Alabama,33.158889,-87.340833
Coden,Mobile,Alabama,30.418834,-88.168276
Coffee Springs,Geneva,Alabama,31.138758,-85.918224
Coffeeville,Clarke,Alabama,31.78428,-88.071542
Coker,Tuscaloosa,Alabama,33.252612,-87.636528
Collinsville,De Kalb,Alabama,34.267957,-85.861969
Columbia,Houston,Alabama,31.335235,-85.145488
Columbiana,Shelby,Alabama,33.176964,-86.616145
Cook Springs,Saint Clair,Alabama,33.589722,-86.361944
Coosada,Elmore,Alabama,32.496667,-86.331667
Cordova,Walker,Alabama,33.768033,-87.18406
Cottondale,Tuscaloosa,Alabama,33.176667,-87.387051
Cottonton,Russell,Alabama,32.146667,-85.073889
Cottonwood,Houston,Alabama,31.098934,-85.375665
Courtland,Lawrence,Alabama,34.671866,-87.314255
Cowarts,Houston,Alabama,31.2,-85.304722
Coy,Wilcox,Alabama,31.888851,-87.392558
Cragford,Clay,Alabama,33.217148,-85.710797
Crane Hill,Cullman,Alabama,34.082117,-87.048395
Creola,Mobile,Alabama,30.901267,-88.017414
Cropwell,Saint Clair,Alabama,33.506448,-86.280026
Crossville,De Kalb,Alabama,34.258784,-86.030575
Cuba,Sumter,Alabama,32.410973,-88.361083
Cullman,Cullman,Alabama,34.176146,-86.829777
Cusseta,Lee,Alabama,32.803194,-85.215791
Dadeville,Tallapoosa,Alabama,32.82239,-85.770395
Daleville,Dale,Alabama,31.281091,-85.730473
Danville,Morgan,Alabama,34.452189,-87.053187
Daphne,Baldwin,Alabama,30.61972,-87.889522
Dauphin Island,Mobile,Alabama,30.252057,-88.109644
Daviston,Tallapoosa,Alabama,33.033471,-85.753831
Dawson,De Kalb,Alabama,34.356838,-85.929161
De Armanville,Calhoun,Alabama,33.626389,-85.751389
Deatsville,Elmore,Alabama,32.613405,-86.338211
Decatur,Morgan,Alabama,34.589599,-86.98868
Deer Park,Washington,Alabama,31.184892,-88.32731
Delmar,Winston,Alabama,34.17,-87.605833
Delta,Clay,Alabama,33.457303,-85.679279
Demopolis,Marengo,Alabama,32.490792,-87.839669
Detroit,Lamar,Alabama,34.010874,-88.16063
Dickinson,Clarke,Alabama,31.717167,-87.656929
Dixons Mills,Marengo,Alabama,32.067209,-87.745356
Docena,Jefferson,Alabama,33.559444,-86.931111
Dolomite,Jefferson,Alabama,33.465424,-86.956435
Dora,Jefferson,Alabama,33.734947,-87.040148
Dothan,Houston,Alabama,31.202888,-85.418036
Double Springs,Winston,Alabama,34.138682,-87.397431
Douglas,Marshall,Alabama,34.173611,-86.323611
Dozier,Crenshaw,Alabama,31.506614,-86.366315
Duncanville,Tuscaloosa,Alabama,33.082815,-87.494977
Dutton,Jackson,Alabama,34.604558,-85.906729
East Tallassee,Tallapoosa,Alabama,32.607222,-85.808056
Eastaboga,Calhoun,Alabama,33.603132,-85.96075
Echola,Tuscaloosa,Alabama,33.316559,-87.807202
Eclectic,Elmore,Alabama,32.65419,-86.031614
Edwardsville,Cleburne,Alabama,33.707222,-85.509167
Eight Mile,Mobile,Alabama,30.795074,-88.182311
Elba,Coffee,Alabama,31.41373,-86.077728
Elberta,Baldwin,Alabama,30.394239,-87.58896
Eldridge,Walker,Alabama,33.931546,-87.619397
Elkmont,Limestone,Alabama,34.915241,-86.910452
Elmore,Elmore,Alabama,32.545378,-86.316134
Elrod,Tuscaloosa,Alabama,33.343678,-87.801429
Emelle,Sumter,Alabama,32.754963,-88.305747
Empire,Walker,Alabama,33.825589,-87.016139
Enterprise,Coffee,Alabama,31.340789,-85.842111
Epes,Sumter,Alabama,32.763371,-88.161443
Equality,Coosa,Alabama,32.813908,-86.105064
Estillfork,Jackson,Alabama,34.913017,-86.171571
Ethelsville,Pickens,Alabama,33.386816,-88.221987
Eufaula,Barbour,Alabama,31.905063,-85.165605
Eutaw,Greene,Alabama,32.888871,-87.930297
Eva,Morgan,Alabama,34.347778,-86.704427
Excel,Monroe,Alabama,31.427778,-87.341389
Fackler,Jackson,Alabama,34.82589,-85.984648
Fairfield,Jefferson,Alabama,33.473494,-86.918262
Fairhope,Baldwin,Alabama,30.50116,-87.883546
Falkville,Morgan,Alabama,34.347653,-86.913086
Faunsdale,Marengo,Alabama,32.423259,-87.618079
Fayette,Fayette,Alabama,33.697397,-87.834647
Fitzpatrick,Bullock,Alabama,32.151607,-85.888329
Five Points,Chambers,Alabama,33.042408,-85.324264
Flat Rock,Jackson,Alabama,34.807598,-85.708372
Flomaton,Escambia,Alabama,31.040233,-87.266365
Florala,Covington,Alabama,31.017194,-86.338528
Florence,Lauderdale,Alabama,34.830547,-87.655985
Foley,Baldwin,Alabama,30.400664,-87.685737
Forest Home,Butler,Alabama,31.85318,-86.786377
Forkland,Greene,Alabama,32.644661,-87.881676
Fort Davis,Macon,Alabama,32.28945,-85.700688
Fort Deposit,Lowndes,Alabama,31.995979,-86.576142
Fort Mitchell,Russell,Alabama,32.341389,-85.021667
Fort Payne,De Kalb,Alabama,34.436792,-85.712394
Fort Rucker,Dale,Alabama,31.348011,-85.721374
Fosters,Tuscaloosa,Alabama,33.135859,-87.735688
Franklin,Monroe,Alabama,31.723815,-87.441237
Frankville,Washington,Alabama,31.64684,-88.133185
Frisco City,Monroe,Alabama,31.423478,-87.381744
Fruitdale,Washington,Alabama,31.348843,-88.376597
Fruithurst,Cleburne,Alabama,33.771732,-85.43814
Fulton,Clarke,Alabama,31.790947,-87.708065
Fultondale,Jefferson,Alabama,33.611283,-86.813614
Furman,Wilcox,Alabama,32.006667,-86.966944
Fyffe,De Kalb,Alabama,34.437284,-85.928849
Gadsden,Etowah,Alabama,33.997248,-86.010279
Gainestown,Clarke,Alabama,31.425822,-87.682176
Gainesville,Sumter,Alabama,32.908364,-88.271558
Gallant,Etowah,Alabama,33.997586,-86.234606
Gallion,Marengo,Alabama,32.529771,-87.698542
Gantt,Covington,Alabama,31.416909,-86.419836
Garden City,Cullman,Alabama,34.014444,-86.746944
Gardendale,Jefferson,Alabama,33.71891,-86.822481
Gaylesville,Cherokee,Alabama,34.357324,-85.558893
Geneva,Geneva,Alabama,31.041445,-85.884748
Georgiana,Butler,Alabama,31.628662,-86.733965
Geraldine,De Kalb,Alabama,34.343864,-86.040393
Gilbertown,Choctaw,Alabama,31.866602,-88.326514
Glen Allen,Fayette,Alabama,33.899444,-87.730278
Glenwood,Crenshaw,Alabama,31.664143,-86.170972
Goodsprings,Walker,Alabama,33.668889,-87.231667
Goodwater,Coosa,Alabama,33.074642,-86.078149
Goodway,Monroe,Alabama,31.336667,-87.425833
Gordo,Pickens,Alabama,33.346917,-87.900504
Gordon,Houston,Alabama,31.10019,-85.123412
Goshen,Pike,Alabama,31.82497,-86.104851
Grady,Montgomery,Alabama,32.019397,-86.129246
Graham,Randolph,Alabama,33.462976,-85.334034
Grand Bay,Mobile,Alabama,30.498288,-88.32825
Grant,Marshall,Alabama,34.495902,-86.259041
Graysville,Jefferson,Alabama,33.63356,-86.948221
Green Pond,Bibb,Alabama,33.225,-87.126389
Greensboro,Hale,Alabama,32.716721,-87.590494
Greenville,Butler,Alabama,31.810036,-86.622919
Grove Hill,Clarke,Alabama,31.675502,-87.763571
Groveoak,De Kalb,Alabama,34.435874,-86.040023
Guin,Marion,Alabama,33.967624,-87.90238
Gulf Shores,Baldwin,Alabama,30.268954,-87.712795
Guntersville,Marshall,Alabama,34.32193,-86.305463
Gurley,Madison,Alabama,34.713964,-86.394028
Hackleburg,Marion,Alabama,34.267803,-87.860762
Haleyville,Winston,Alabama,34.231423,-87.593811
Hamilton,Marion,Alabama,34.153413,-88.008521
Hanceville,Cullman,Alabama,34.051569,-86.784844
Hardaway,Macon,Alabama,32.312939,-85.883837
Harpersville,Shelby,Alabama,33.36746,-86.429441
Hartford,Geneva,Alabama,31.08598,-85.719204
Hartselle,Morgan,Alabama,34.448206,-86.924235
Harvest,Madison,Alabama,34.82732,-86.749929
